8_no_PLL	16	24	48	72
0.043	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.014	0.007	0.006
0.044	0.022	0.014	0.007	0.005
0.043	0.023	0.015	0.007	0.005
0.043	0.022	0.015	0.007	0.006
0.044	0.022	0.015	0.007	0.006
0.044	0.022	0.015	0.007	0.005
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.005
0.043	0.022	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.014	0.008	0.005
0.044	0.022	0.014	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.043	0.023	0.015	0.008	0.005
0.043	0.022	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.006
0.044	0.023	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.005
0.043	0.022	0.015	0.008	0.005
0.044	0.023	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.005
0.043	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.007	0.005
0.044	0.023	0.014	0.007	0.006
0.043	0.022	0.015	0.007	0.006
0.043	0.022	0.015	0.007	0.006
0.043	0.022	0.015	0.008	0.005
0.044	0.023	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.005
0.044	0.023	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.005
0.043	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.005
0.044	0.023	0.014	0.008	0.005
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.005
0.043	0.023	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.043	0.022	0.015	0.007	0.005
0.043	0.022	0.015	0.007	0.006
0.043	0.022	0.015	0.007	0.006
0.044	0.022	0.015	0.007	0.005
0.044	0.023	0.015	0.007	0.005
0.044	0.022	0.015	0.007	0.006
0.044	0.022	0.015	0.007	0.006
0.043	0.022	0.015	0.007	0.005
0.043	0.022	0.015	0.007	0.006
0.043	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.005
0.043	0.023	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.005
0.044	0.023	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.014	0.008	0.006
0.043	0.022	0.015	0.008	0.005
0.043	0.022	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.005
0.044	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.005
0.043	0.022	0.015	0.008	0.006
0.043	0.022	0.015	0.008	0.006
0.044	0.022	0.015	0.007	0.005
0.044	0.022	0.015	0.007	0.005
0.044	0.022	0.015	0.007	0.006
0.044	0.022	0.015	0.007	0.006
0.044	0.023	0.014	0.007	0.005
0.043	0.022	0.015	0.007	0.006
