group	16_no_PLL	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
FFT	53.803799057006835	60.09264430999756	59.248746681213376	87.76578414916992	82.13672035217286	80.87476249694824	72.31857559204101	72.89242561340332	71.6729054260254	74.65748474121094	74.26747993469239	85.94463330078126	85.46796142578125
bubble_sort	1305.3811073303223	1441.1247253417969	1445.4363822937012	2117.98095703125	1973.7167358398438	1942.527351379394	1729.799194335937	1773.3013916015625	1747.7923965454102	1803.5723876953125	1791.740455627441	2078.25	2062.5440673828125
dijkstra	111.06298427581787	122.8349594116211	129.09232387542724	180.50270210266115	167.19039390563964	164.42393920898436	146.87121505737304	156.3740306854248	153.7405446624756	159.4567872619629	158.53174461364745	183.88352807617193	182.72865429687502
kalman	237.5146083831787	263.3547830581665	254.06632022857667	387.1506056213379	363.79333168029785	357.8951749420166	316.5332920074463	308.82108695983885	303.4305816650391	326.9106463623047	324.92071014404297	376.981603515625	374.3515598144531
mat_mul	71.6111322402954	79.62462253570557	81.29384517669678	116.69260391235352	108.95076873779297	107.30355903625488	96.2295346069336	99.04877151489258	97.49066436767578	109.44413887023926	108.91334907531738	125.95186718750001	125.18034619140624
pointer_chase	983.4074700673422	1089.036944071452	1245.0562121073406	1596.9425674438476	1482.3575256347656	1456.8515907287597	1300.553261566162	1485.4803352355957	1458.9543815612792	1688.6231369018556	1680.155756378174	1948.3224511718752	1933.68168375651
recursion	580.9360802968343	651.6876487731934	676.8463325500488	952.5097702026367	889.2584548950196	873.9640060424805	768.8055931091309	819.5874183654785	805.6350486755371	826.0237770080566	822.3004516601562	951.8888639322918	945.9720629882812
rsa_dec	60.36941833496094	68.49110488891601	69.01893043518066	99.76287437438965	92.22997123718261	90.64909332275391	79.83069854736328	83.00924606323242	81.81020118713379	86.94639518737793	86.64143623352051	100.13632690429688	99.44368750000001
rsa_enc	69.037273979187	77.82701568603515	79.5229434967041	113.86836387634277	105.32173095703125	103.5227165222168	91.46554321289062	95.74523368835449	94.42162857055663	98.38754333496094	97.91669609069824	113.08911059570312	112.40874023437503
sine	712.5705232620239	786.3765754699707	758.9115180969238	1156.8544750213623	1085.6162521362305	1067.0402240753174	945.4878868103027	929.9128452301026	914.3583469390869	1000.4911239624023	995.9232982635498	1152.778543701172	1146.1267065429688
