group	16_no_PLL	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
FFT	53.94121837615967	60.18770847320557	62.747420120239255	87.3322412109375	82.1752059173584	81.02078681945801	73.07619552612304	76.95124626159668	75.73423370361328	82.09943183898926	81.68536903381347	94.39604687500001	93.86265600585939
bubble_sort	1293.2256698608398	1430.3604125976562	1562.4371528625488	2084.1339111328125	1966.274642944336	1937.426147460937	1736.9970703124995	1912.3656463623047	1878.797607421875	2079.1645431518555	2077.148551940918	2392.5611572265625	2383.01953125
dijkstra	110.46398334503174	122.27741069793701	128.7868824005127	176.92963119506837	166.39090873718263	163.87384643554688	147.43780952453614	156.90222885131837	154.19134162902833	165.79862434387206	164.81523651123047	190.85512182617188	189.7490869140625
kalman	240.88267555236817	266.5065406799316	287.05015926361085	383.62988777160643	364.8113388061523	359.4983885192871	322.91169410705567	351.5845797729492	345.24370010375975	384.0999851989746	381.6484316253662	442.2595041503906	439.36805957031254
mat_mul	71.21874523162842	79.23418712615967	86.82145462036132	115.05776321411133	108.62038467407227	107.01886756896972	96.32603622436524	106.23156898498536	104.59840393066406	113.5239429473877	112.9493618774414	130.46111645507813	129.7021364746094
pointer_chase	945.8298390706381	1050.3349914550781	1185.787030537923	1522.0024681091309	1413.2872688293457	1389.811873626709	1261.015676879883	1425.1308609008788	1399.712392425537	1565.1817344665528	1557.2435661315917	1802.1367985026043	1789.7424332682292
recursion	580.2647666931152	650.901262919108	679.5987345377604	944.388353729248	889.8198028564453	874.3387886047364	778.4785018920899	823.7223823547363	810.464705657959	875.0825996398926	870.5149864196777	1007.2420719401041	1000.1316837565105
rsa_dec	61.071801376342776	69.17817859649658	70.23422145843506	100.29642150878907	93.6137702178955	92.02557655334472	81.35712684631348	84.95351921081543	83.70563827514648	88.24757926940919	87.93373168945313	101.3573732910156	100.88042456054687
rsa_enc	69.33143825531006	78.19002342224121	79.82819652557373	113.50417694091797	106.14065895080566	104.35226005554199	92.4702685546875	96.86044372558594	95.36298294067383	105.84213294982911	105.34594619750976	121.59649340820312	120.97336987304689
sine	693.6873798370361	767.0194215774536	819.6027421951294	1117.424446105957	1054.5543628692626	1037.2420475006104	930.2904418945312	1002.2551162719726	985.7369979858398	1093.1896522521972	1089.0183013916017	1259.179326171875	1251.4140698242186
