group	16_no_PLL	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
FFT	49.77581348419189	55.30217800140381	50.76764888763428	79.82189414978028	76.63351203918457	75.40473541259766	67.58691352844238	63.81917770385742	63.73626846313476	62.54946418762207	62.44126762390137	71.64312988281249	71.504498046875
bubble_sort	1093.709659576416	1229.8222541809082	1147.4608421325684	1748.5887908935547	1649.619140625	1624.2425537109375	1448.9208984375	1422.3944091796873	1409.0472793579102	1398.8640975952148	1391.7033004760742	1597.9459228515625	1590.4234619140625
dijkstra	94.39280853271484	106.4703212738037	99.55023536682128	152.43731346130372	141.92490348815917	138.9841463470459	124.01237068176269	122.7957192993164	121.38424713134765	117.40794479370118	117.12212196350097	134.67086376953125	134.13701171875
kalman	223.53271293640137	250.3377769470215	220.85352058410643	363.6661976623535	343.3301763153076	335.10003089904785	302.974934463501	272.62857147216795	267.9507740020752	278.68473838806153	277.45606063842774	320.15731396484375	318.9853076171875
mat_mul	61.53886337280274	70.75803871154785	65.93993434906005	101.35263427734375	95.2765976715088	95.28292282104492	86.61791702270507	84.47318252563477	83.09660293579101	82.9907080078125	82.40733695983887	94.83960083007813	94.49742456054686
pointer_chase	831.7830251057943	942.2023220062256	910.6401240030924	1334.462767791748	1255.4316757202148	1238.4098052978516	1104.8131828308105	1111.4288024902344	1100.942179107666	1136.9818435668944	1138.9632957458496	1303.5797875976564	1298.7640242513019
recursion	499.82562891642254	572.0817031860352	528.0197486877441	819.4771102905273	765.2739059448243	754.0400955200196	666.1254165649414	650.6002334594726	644.883927154541	619.7633964538575	615.5648231506348	710.4425561523437	706.1290161132814
rsa_dec	53.33958549499512	61.59709568023682	56.78274135589599	88.04045265197755	81.89137550354003	81.02096122741699	71.23052536010742	68.58435562133789	67.86450691223145	67.43443748474121	67.25543266296387	77.05874975585937	76.80038891601562
rsa_enc	59.28028335571289	68.21120319366455	63.44217586517334	97.41084457397461	90.54339637756348	89.27376640319824	78.88586975097657	77.27388175964356	76.4307179260254	75.46250289916992	75.20324226379394	86.32146557617189	85.75646337890626
sine	583.3965635299683	658.738847732544	625.9892063140869	942.8815761566162	887.2565265655518	874.0706325531006	783.1408767700195	776.4955204010009	770.9719207763671	770.7872806549072	770.0501930236817	886.6557556152344	882.5473767089843
