group	16_no_PLL	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
FFT	0.0178264	0.017879399999999997	0.013455000000000002	0.017907799999999998	0.011067	0.009617599999999999	0.004877800000000001	0.0040008000000000005	0.0030500000000000006	0.0029652	0.0026448	0.0029713999999999995	0.0026475999999999987
bubble_sort	0.39670000000000005	0.39690000000000003	0.33830000000000005	0.39720000000000005	0.24420000000000003	0.21189999999999998	0.1059	0.0977	0.07299999999999998	0.07329999999999999	0.06470000000000001	0.07329999999999999	0.06460000000000002
dijkstra	0.0348426	0.0349084	0.027806800000000003	0.0349526	0.021551199999999996	0.018694200000000005	0.009404000000000003	0.008133399999999999	0.0061416	0.0058778	0.005206199999999999	0.0058778	0.0052144
kalman	0.0760128	0.076068	0.062447400000000014	0.0761454	0.046889000000000014	0.040655199999999996	0.0203748	0.018139000000000002	0.013644	0.013734800000000002	0.0121448	0.013738800000000002	0.012148199999999998
mat_mul	0.02275900000000001	0.022817199999999996	0.018766400000000003	0.022847199999999998	0.0141072	0.012245200000000001	0.006184399999999999	0.0055287999999999995	0.004192	0.004145199999999999	0.0036815999999999993	0.004147799999999998	0.0036816000000000006
pointer_chase	0.3029993333333333	0.3030426666666667	0.2799006666666667	0.30343400000000004	0.1866233333333333	0.16174199999999997	0.08085733333333334	0.08091066666666667	0.06071733333333334	0.06156933333333333	0.05437733333333332	0.061574666666666666	0.05437
recursion	0.20571399999999998	0.20575599999999997	0.15665933333333334	0.20578200000000002	0.12672666666666668	0.109828	0.054956000000000005	0.045309333333333326	0.034038	0.032757999999999995	0.02892866666666667	0.03276733333333333	0.028922666666666666
rsa_dec	0.023083800000000005	0.023144	0.016426	0.023143800000000006	0.014304199999999998	0.012419	0.0062782	0.004851999999999999	0.0036864000000000007	0.0033744	0.0030044000000000004	0.0033778000000000002	0.0030033999999999994
rsa_enc	0.025356999999999994	0.025421799999999998	0.018403800000000005	0.025411000000000003	0.0157026	0.013634800000000002	0.0068848	0.0054298	0.004115799999999999	0.0040268000000000005	0.0035765999999999997	0.004027600000000001	0.0035809999999999995
sine	0.21604299999999999	0.21611799999999998	0.173866	0.216302	0.133131	0.11538599999999999	0.057679	0.050268	0.037767999999999996	0.039069999999999994	0.034524	0.039099999999999996	0.034519
