group	16_no_PLL	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
FFT	0.0207	0.02076	0.01288	0.02078	0.0129	0.0112	0.0057	0.00388	0.00298	0.00246	0.00222	0.00248	0.00222
bubble_sort	0.443	0.443	0.273	0.443	0.273	0.236	0.118	0.079	0.06	0.048	0.042	0.048	0.042
dijkstra	0.04052	0.04058	0.02508	0.0406	0.02508	0.02178	0.01098	0.00738	0.00558	0.00454	0.00402	0.00452	0.00402
kalman	0.08952	0.08962	0.0682	0.08956	0.0553	0.04798	0.02404	0.01984	0.01496	0.01424	0.0126	0.01426	0.0126
mat_mul	0.0232	0.0233	0.01496	0.0233	0.01444	0.01254	0.00636	0.00446	0.00338	0.00304	0.0027	0.00304	0.0027
recursion	0.20602	0.20598	0.12678	0.20606	0.12704	0.11004	0.05512	0.03678	0.02764	0.02218	0.01966	0.02222	0.01958
rsa_dec	0.02486	0.02492	0.0154	0.02494	0.01542	0.0134	0.00678	0.0046	0.0035	0.00286	0.00254	0.00286	0.00256
rsa_enc	0.02716	0.02722	0.01682	0.02724	0.01684	0.01462	0.0074	0.005	0.0038	0.0031	0.00276	0.0031	0.00276
sine	0.23274	0.23276	0.14866	0.2328	0.14344	0.12448	0.0623	0.04308	0.03234	0.02694	0.02376	0.02686	0.02378
