group	16_no_PLL	16	26	30	60	90	120	150	170
FFT	0.056	0.05	0.053	0.056	0.064	0.07	0.073	0.074	0.077
bubble_sort	0.052	0.047	0.05	0.05	0.055	0.056	0.056	0.057	0.054
dijkstra	0.099	0.082	0.087	0.087	0.094	0.098	0.097	0.096	0.094
kalman	0.025	0.018	0.018	0.019	0.021	0.016	0.015	0.013	0.012
mat_mul	0.004	0.002	0.003	0.003	0.004	0.005	0.008	0.008	0.008
recursion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rsa_dec	0.025	0.024	0.025	0.024	0.029	0.029	0.029	0.031	0.031
rsa_enc	0.02	0.018	0.019	0.02	0.021	0.02	0.018	0.018	0.016
sine	0.03	0.025	0.027	0.027	0.031	0.028	0.028	0.026	0.027
