	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2878.6745868244043	4334.307783655979	3439.7436234050547	5226.5720173618565	5941.191511867541	10500.609488056149	15405.546884587995	20194.251125257757	25213.958230030123	28271.552404016547	27010.96174510523	30385.11130902021
runtime	0.54384	0.33436	0.54352	0.3346	0.2901	0.1449	0.09676	0.07244	0.05802	0.05114	0.05798	0.05118
timestamp	(1991.86, 2535.7)	(6150.32, 6484.68)	(9196.04, 9739.56)	(13352.92, 13687.52)	(16254.88, 16544.98)	(18889.38, 19034.28)	(20653.0, 20749.76)	(22168.4, 22240.84)	(23529.34, 23587.36)	(24822.36, 24873.5)	(26068.12, 26126.1)	(27360.2, 27411.38)
energy	1565.538387298584	1449.219150543213	2243.4833450317383	2098.5731964111324	2068.2475891113286	1825.8459777832031	1788.7688598632812	1755.4458618164065	1755.4966278076174	1734.9686279296873	2004.6023193359374	1990.5407958984379
