	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2700.2391876884813	4047.5709708299	3231.8373733077165	4870.850801852511	5532.696847255676	9698.191713934883	14207.342688551993	18682.210119064108	23181.58339929384	26172.501434588023	24957.639783538736	28168.63106472915
runtime	0.54408	0.3347	0.5438	0.33474	0.29016	0.14498	0.09658	0.07262	0.05816	0.05128	0.05808	0.0513
timestamp	(2635.28, 3179.36)	(6584.28, 6918.98)	(9838.64, 10382.44)	(13787.1, 14121.84)	(16644.26, 16934.42)	(19133.48, 19278.46)	(20848.94, 20945.52)	(22340.28, 22412.9)	(23687.04, 23745.2)	(24972.96, 25024.24)	(26225.72, 26283.8)	(27510.8, 27562.1)
energy	1469.1461372375488	1354.7220039367676	2108.967796325683	1956.5623168945312	1926.4407806396482	1687.252601623535	1646.5741882324219	1628.0425186157227	1617.8890686035159	1610.5510482788084	1855.4108398437502	1849.664990234375
