	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2923.9861785287208	4357.100858816651	3474.7473059791378	5262.390893138133	5984.037227378265	10621.52609640722	15715.705155340278	20349.78330332494	25221.581064003283	28319.925523297283	26817.239320487595	30306.78786607303
runtime	0.54392	0.3345	0.5438	0.33466	0.29024	0.1448	0.09672	0.07256	0.05818	0.05126	0.05806	0.05134
timestamp	(5208.3, 5752.22)	(8463.36, 8797.86)	(12411.46, 12955.26)	(15522.56, 15857.22)	(18202.26, 18492.5)	(20111.06, 20255.86)	(21674.18, 21770.9)	(23059.48, 23132.04)	(24367.0, 24425.18)	(25619.5, 25670.76)	(26904.96, 26963.02)	(28156.52, 28207.86)
energy	1590.4145622253416	1457.45023727417	2267.4811019897456	2113.334083557129	2084.168357849121	1845.5963745117185	1824.027603149414	1771.8963317871091	1760.8699035644534	1742.0152587890623	1992.9714111328126	1991.6166259765625
