	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	3036.9219050425727	4519.240061442058	3643.4342345828964	5552.779876434051	6318.121781457442	11268.329124762204	16180.052771582617	21213.774331655466	25987.275080620155	29129.09407814421	27853.35087735148	31326.83858362487
runtime	0.50498	0.3228	0.5052	0.3108	0.26956	0.1347	0.09324	0.07014	0.05814	0.05134	0.0581	0.05134
timestamp	(3116.9, 3621.88)	(7042.16, 7364.96)	(10064.6, 10569.8)	(13989.68, 14300.48)	(16749.64, 17019.2)	(19260.5, 19395.2)	(20962.3, 21055.54)	(22471.34, 22541.48)	(23827.04, 23885.18)	(25131.44, 25182.78)	(26388.7, 26446.8)	(27693.88, 27745.22)
energy	1533.5848236083982	1458.810691833496	2208.795570373535	2070.9647827148438	2043.735488891602	1821.4127197265623	1810.353744506836	1785.5209579467771	1813.0802078247068	1794.5852279663084	2071.397998046875	2058.6494628906253
