	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	3705.5668201286303	4783.893395060044	4540.693702392964	6897.025549523758	7819.858779255142	13872.37761984043	16868.615548681675	22092.169422214312	24450.010616805583	27563.199672490395	26404.80681553783	29707.84274964382
runtime	0.50472	0.38158	0.50564	0.31084	0.2691	0.13458	0.11016	0.0826	0.07446	0.06584	0.0745	0.06572
timestamp	(4064.52, 4569.24)	(7331.22, 7712.8)	(10937.72, 11443.36)	(14087.22, 14398.06)	(16680.62, 16949.72)	(18651.74, 18786.32)	(20209.1, 20319.26)	(21598.74, 21681.34)	(22896.02, 22970.48)	(24142.22, 24208.06)	(25403.6, 25478.1)	(26648.36, 26714.08)
energy	1870.273685455322	1825.4380416870115	2755.1476364135738	2572.645706176758	2525.1887969970703	2240.33349609375	2229.8960266113277	2189.775833129883	2184.6573486328125	2177.713279724121	2517.9623779296876	2499.0712646484376
