	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2818.404169365911	4182.12641922625	3388.6364096462135	5122.803898871874	5821.328536963539	10272.657545228067	14784.608320012365	19462.82789030176	23705.81013369289	26762.86403204677	25544.934428702534	28850.324734340844
runtime	0.505	0.32272	0.505	0.31068	0.26966	0.13456	0.09322	0.06994	0.05798	0.05122	0.0581	0.05118
timestamp	(3721.54, 4226.54)	(7464.62, 7787.34)	(10669.08, 11174.08)	(14399.6, 14710.28)	(17118.26, 17387.92)	(19494.76, 19629.32)	(21155.06, 21248.28)	(22640.7, 22710.64)	(23984.5, 24042.48)	(25282.04, 25333.26)	(26546.2, 26604.3)	(27844.48, 27895.66)
energy	1423.2941055297852	1349.6558380126953	2053.5136642456055	1909.8632583618164	1883.7353439331055	1658.7465591430664	1653.865425109863	1633.476219177246	1649.3554458618164	1644.9526748657227	1899.72568359375	1889.9963134765628
