	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2739.800015652482	4108.853096939865	3284.2356040486347	4952.715183338051	5629.857003529489	9888.688805907477	14503.688548997588	19068.872942760463	23651.26383410717	26707.916099484228	25472.895492881737	28737.762595425134
runtime	0.50494	0.31056	0.50478	0.31092	0.26936	0.1346	0.08984	0.06744	0.05392	0.0476	0.05396	0.0476
timestamp	(2855.46, 3360.4)	(6392.3, 6702.86)	(9728.84, 10233.62)	(13266.34, 13577.26)	(15942.88, 16212.24)	(18183.96, 18318.56)	(19796.34, 19886.18)	(21239.66, 21307.1)	(22552.52, 22606.44)	(23815.68, 23863.28)	(25059.48, 25113.44)	(26322.04, 26369.64)
energy	1383.4346199035645	1276.0454177856445	1989.3797378540037	1847.87784576416	1819.7499389648435	1597.2210159301758	1563.613655090332	1543.2057495117188	1530.33137512207	1525.5561676025393	1759.38232421875	1750.9343994140627
