	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2698.8310154061815	4046.2930854788247	3232.9521775794005	4869.5431352944115	5534.0027963554985	9696.51408760344	14207.485839755367	18683.585983689223	23175.493985568388	26169.125263850885	24956.178040770643	28169.31629999832
runtime	0.54358	0.3348	0.5435	0.33464	0.29028	0.1452	0.09668	0.07244	0.0581	0.05128	0.05804	0.05124
timestamp	(3278.92, 3822.5)	(7018.58, 7353.38)	(10481.54, 11025.04)	(14220.76, 14555.4)	(17033.56, 17323.84)	(19377.98, 19523.18)	(21045.24, 21141.92)	(22512.1, 22584.54)	(23844.54, 23902.64)	(25123.6, 25174.88)	(26383.14, 26441.18)	(27661.32, 27712.56)
energy	1467.030563354492	1354.6989250183105	2108.531410217285	1955.4526977539062	1927.6923980712888	1689.5206146240232	1648.2956771850586	1624.126762390137	1615.7954406738277	1610.343292236328	1854.0244140625	1847.54658203125
