	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	3439.6022657223316	4563.792934262656	4172.248840332031	6264.398968408978	7123.976397368074	12278.023220243907	14880.320231119791	18988.20521467823	20623.095830281574	22680.035343876592	21551.670566681893	24281.63800920759
runtime	0.00602	0.00492	0.006	0.00378	0.00326	0.00168	0.0015	0.00118	0.0012	0.00108	0.00124	0.00112
timestamp	(3430.36, 3436.38)	(4356.28, 4361.2)	(5284.06, 5290.06)	(6207.96, 6211.74)	(7123.28, 7126.54)	(8031.86, 8033.54)	(8935.06, 8936.56)	(9836.24, 9837.42)	(10735.82, 10737.02)	(11636.04, 11637.12)	(12535.9, 12537.14)	(13435.24, 13436.36)
energy	20.706405639648438	22.453861236572266	30.040191650390625	28.415313720703125	27.868995666503903	24.75249481201172	26.78457641601562	26.88729858398437	29.697257995605465	29.393325805664066	34.2068115234375	34.81015625
