	24	48	72
intensity	11093.0	21438.0	31586.0
runtime	0.14202	0.07119	0.04769
timestamp	(1592.86, 1734.88)	(3010.02, 3081.21)	(4340.14, 4387.83)
energy	5.199	5.036	4.971
