	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2405.7286234399357	3577.0029391882554	2875.2373367786063	4285.816169596091	4853.707130836404	8337.812048955984	12147.771163232348	15935.623589054732	19722.331286889836	22251.256246009016	21258.946706557414	23947.316717048983
runtime	0.2205	0.13568	0.22032	0.13582	0.11776	0.05904	0.03922	0.02942	0.02362	0.02086	0.02366	0.02084
timestamp	(1757.54, 1978.04)	(3892.44, 4028.12)	(5730.36, 5950.68)	(7861.86, 7997.68)	(9553.08, 9670.84)	(11095.8, 11154.84)	(12324.58, 12363.8)	(13457.76, 13487.18)	(14534.02, 14557.64)	(15586.66, 15607.52)	(16626.8, 16650.46)	(17678.7, 17699.54)
energy	530.4631614685059	485.32775878906244	760.1667480468749	698.5194625854492	685.8870620727539	590.7173080444335	571.7227020263672	562.5912551879883	559.0097579956055	556.9934463500977	643.82294921875	638.7994628906251
