	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2684.0873228719274	3949.0186035299903	3210.3342867731862	4819.476000692594	5475.701319774262	9559.231200051203	13569.617222865585	17736.424619559908	22011.831742298753	24616.342754455276	23705.508323365808	26479.280349277924
runtime	0.22068	0.13596	0.22062	0.13584	0.11768	0.05882	0.03928	0.02958	0.0237	0.0209	0.02362	0.02086
timestamp	(3038.1, 3258.78)	(4877.0, 5012.96)	(7008.84, 7229.46)	(8802.62, 8938.46)	(10422.22, 10539.9)	(11729.06, 11787.88)	(12891.88, 12931.16)	(13982.96, 14012.54)	(15045.32, 15069.02)	(16084.36, 16105.26)	(17137.46, 17161.08)	(18176.24, 18197.1)
energy	592.324390411377	536.9085693359375	849.9167404174804	785.6131439208983	773.2566375732422	674.7287750244141	639.6174774169923	629.5721282958984	626.0164947509764	617.3778762817383	716.7028564453125	707.01796875
