	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2407.9571249653536	3576.5071241360793	2875.15728630822	4286.767457394637	4854.470031044111	8337.859990922807	12148.97243344054	15947.229988377647	19739.66593698256	22256.651143918094	21245.092532713603	23966.571419801912
runtime	0.22042	0.13568	0.22058	0.13574	0.11782	0.05894	0.0392	0.02948	0.02378	0.02088	0.02358	0.02084
timestamp	(2077.64, 2298.06)	(4127.72, 4263.4)	(6049.8, 6270.38)	(8097.16, 8232.9)	(9770.22, 9888.04)	(11254.38, 11313.32)	(12463.16, 12502.36)	(13586.98, 13616.46)	(14656.9, 14680.68)	(15706.76, 15727.64)	(16749.5, 16773.08)	(17798.72, 17819.56)
energy	530.7619094848633	485.2604866027832	761.0426330566406	698.2629776000977	686.3443908691405	589.7201614379883	571.487663269043	564.1492080688475	563.2911071777344	557.6626510620117	641.2278808593751	639.3130859375001
