unit	8_no_PLL	16	24	48	72
minI	4248.879172585227	7685.5369236158285	11281.331380208334	19771.575927734375	26583.353678385418
maxI	4323.560138081395	8097.561922940341	12162.272135416666	22737.503051757812	32061.258951822918
avrgI	4285.099259390639	7956.954104155892	11750.899541945684	21152.77184380425	28734.530494326642
minD	0.043	0.022	0.014	0.008	0.006
maxD	0.044	0.023	0.015	0.009	0.007
avrgD	0.04369999999999998	0.022109999999999994	0.01492	0.008280000000000001	0.006190000000000001
minE	549.5452880859375	507.47680664062506	503.9520263671875	474.517822265625	478.50036621093756
maxE	570.1446533203125	548.9044189453125	547.30224609375	551.6052246093749	581.3598632812501
avrgE	561.7681503295898	527.7575969696045	525.9040832519531	524.6685791015625	532.9367065429688
