group	16	30	60	150
FFT	-0.082	-0.107	-0.118	-0.049
bubble_sort	-0.008	-0.011	-0.013	-0.012
dijkstra	-0.025	-0.018	-0.027	-0.015
kalman	-0.067	-0.066	-0.079	-0.03
mat_mul	-0.057	-0.074	-0.098	-0.093
pointer_chase	-0.004	-0.006	-0.006	-0.01
recursion	-0.034	-0.035	-0.041	-0.009
rsa_dec	-0.017	-0.021	-0.024	-0.011
rsa_enc	-0.013	-0.008	-0.013	-0.014
sine	-0.011	-0.011	-0.016	-0.005
