group	16	30	60	150
FFT	-0.082	-0.106	-0.116	-0.074
bubble_sort	-0.007	-0.012	-0.012	-0.012
dijkstra	-0.026	-0.018	-0.026	-0.014
kalman	-0.059	-0.057	-0.069	0.022
mat_mul	-0.058	-0.074	-0.098	-0.09
pointer_chase	-0.004	-0.006	-0.006	-0.01
recursion	-0.034	-0.036	-0.04	-0.008
rsa_dec	-0.017	-0.022	-0.024	-0.011
rsa_enc	-0.013	-0.008	-0.013	-0.013
sine	-0.011	-0.011	-0.016	-0.004
