unit	16_no_PLL	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
minI	2599.452955151036	2925.9696771006015	4449.395572437959	3449.9470464784094	5288.124084472656	6038.195021609043	10655.90422032243	15568.855481270031	20696.349063162077	25491.734345753986	29017.006478658535	27254.104614257812	31094.14236886161
maxI	2630.3934295792387	2981.495911057862	4485.074211569394	3534.090465010561	5395.49659280216	6120.261499437235	10887.79255495233	15936.24017177484	21127.991757150423	26137.351989746094	29733.203706287204	27964.16587017952	31630.379813058036
avrgI	2613.134123141207	2959.3399471741445	4469.554759746634	3501.016737648804	5343.908976953725	6072.040940294015	10775.906235242986	15822.163513441124	20924.185090145824	25889.931798826718	29338.994397242037	27696.790847372504	31339.80887276786
minD	0.441	0.442	0.272	0.442	0.272	0.235	0.117	0.078	0.059	0.047	0.041	0.047	0.042
maxD	0.443	0.443	0.273	0.442	0.273	0.236	0.118	0.079	0.059	0.048	0.042	0.048	0.042
avrgD	0.442	0.4423	0.27220000000000005	0.442	0.2721	0.2359	0.11789999999999998	0.07809999999999999	0.05899999999999998	0.047299999999999995	0.041499999999999995	0.047299999999999995	0.041999999999999996
minE	1148.9582061767578	1296.2045669555664	1210.235595703125	1829.8519134521482	1726.0437011718752	1702.7709960937498	1508.876037597656	1457.244873046875	1465.3015136718748	1451.220703125	1427.63671875	1665.2148437499998	1671.6210937500002
maxE	1162.6338958740234	1320.8026885986328	1223.4344482421877	1874.4815826416013	1761.0900878906252	1733.2580566406248	1541.7114257812495	1499.15771484375	1495.8618164062498	1505.511474609375	1498.553466796875	1711.58203125	1700.44921875
avrgE	1155.0052642822266	1308.9157104492188	1216.6138648986816	1856.9392776489258	1744.8936080932617	1718.8774108886714	1524.5668029785152	1482.8521728515625	1481.4323043823238	1469.468650817871	1461.1431884765625	1676.782958984375	1684.828125
