group	16_no_PLL	16	26	30	60	90	120	150	170
FFT	-0.156	-0.156	-0.157	-0.157	-0.159	-0.167	-0.168	-0.179	-0.181
bubble_sort	-0.114	-0.114	-0.114	-0.116	-0.117	-0.116	-0.115	-0.12	-0.117
dijkstra	-0.16	-0.16	-0.159	-0.159	-0.159	-0.158	-0.157	-0.157	-0.157
kalman	-0.171	-0.162	-0.163	-0.163	-0.162	-0.345	-0.343	-0.506	-0.506
mat_mul	-0.016	-0.016	-0.015	-0.017	-0.019	-0.054	-0.055	-0.159	-0.162
recursion	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.001	-0.001	-0.001
rsa_dec	-0.072	-0.072	-0.072	-0.072	-0.072	-0.074	-0.073	-0.081	-0.081
rsa_enc	-0.067	-0.067	-0.066	-0.066	-0.065	-0.065	-0.063	-0.067	-0.067
sine	-0.076	-0.076	-0.077	-0.076	-0.077	-0.075	-0.075	-0.074	-0.074
