group	16_no_PLL	16	26	30	60	90	120	150	170
FFT	-0.191	-0.184	-0.189	-0.189	-0.207	-0.3	-0.292	-0.41	-0.407
bubble_sort	-0.197	-0.201	-0.206	-0.207	-0.213	-0.37	-0.351	-0.504	-0.505
dijkstra	-0.197	-0.19	-0.2	-0.2	-0.22	-0.33	-0.324	-0.432	-0.429
kalman	-0.135	-0.118	-0.133	-0.134	-0.14	-0.246	-0.238	-0.348	-0.344
mat_mul	-0.202	-0.201	-0.206	-0.206	-0.221	-0.376	-0.366	-0.491	-0.489
pointer_chase	-0.144	-0.145	-0.133	-0.129	-0.149	-0.293	-0.283	-0.39	-0.373
recursion	-0.199	-0.192	-0.206	-0.201	-0.216	-0.315	-0.313	-0.424	-0.42
rsa_dec	-0.162	-0.158	-0.164	-0.16	-0.17	-0.253	-0.247	-0.323	-0.322
rsa_enc	-0.182	-0.181	-0.182	-0.178	-0.188	-0.277	-0.272	-0.421	-0.418
sine	-0.194	-0.198	-0.203	-0.2	-0.207	-0.305	-0.298	-0.424	-0.421
