	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	3035.4018029869635	4326.334824370409	3667.1318397389978	5516.187528545936	6237.832961543913	10916.07106037629	14702.084648163982	19098.158140440246	21923.985001603527	24561.334300685572	23779.99396551223	26595.909323468306
runtime	0.02312	0.01642	0.02312	0.01424	0.0124	0.00624	0.00482	0.0037	0.00338	0.00296	0.00336	0.00298
timestamp	(1655.28, 1678.4)	(2663.74, 2680.16)	(3675.7, 3698.82)	(4683.7, 4697.94)	(5659.2, 5671.6)	(6610.6, 6616.84)	(7536.46, 7541.28)	(8455.12, 8458.82)	(9367.84, 9371.22)	(10278.06, 10281.02)	(11188.68, 11192.04)	(12098.88, 12101.86)
energy	70.17848968505861	71.03841781616211	101.74090576171876	94.26061248779295	92.81895446777342	81.73954010009766	85.03685760498045	84.7958221435547	88.9236831665039	87.24185943603514	102.272998046875	101.4474365234375
