	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2683.299105025203	3995.0857629309166	3194.889807783609	4855.24651724533	5496.225696551375	9551.237185542195	13625.049591064453	17727.190256118774	21662.75512006946	24168.984364655058	23211.303124060996	25986.89152644231
runtime	0.02314	0.0143	0.02312	0.01432	0.01236	0.00626	0.0042	0.0032	0.00266	0.00236	0.0026	0.00234
timestamp	(1900.72, 1923.86)	(2895.92, 2910.22)	(3921.34, 3944.46)	(4911.14, 4925.46)	(5883.3, 5895.66)	(6821.88, 6828.14)	(7745.42, 7749.62)	(8661.1, 8664.3)	(9573.58, 9576.24)	(10483.44, 10485.8)	(11393.7, 11396.3)	(12303.3, 12305.64)
energy	62.0915412902832	57.12972640991211	88.63902282714845	83.43255615234375	81.52001953124999	71.74889373779297	68.67024993896483	68.0724105834961	69.14751434326172	68.44656372070312	77.247216796875	77.8359375
