	24	48	72
intensity	11997.0	21781.0	30817.0
runtime	0.13234	0.07188	0.05378
timestamp	(2117.92, 2250.26)	(3901.04, 3972.92)	(5604.26, 5658.04)
energy	5.239	5.167	5.469
