	24	48	72
intensity	11997.0	21316.0	29356.0
runtime	0.01698	0.00946	0.00718
timestamp	(2438.4, 2455.38)	(4228.88, 4238.34)	(5934.26, 5941.44)
energy	0.672	0.665	0.696
