group	16_no_PLL	16	26	30	60	90	120	150	170
FFT	-0.282	-0.299	-0.293	-0.292	-0.279	-0.277	-0.276	-0.276	-0.276
bubble_sort	-0.292	-0.316	-0.306	-0.309	-0.294	-0.297	-0.29	-0.286	-0.287
dijkstra	-0.233	-0.253	-0.247	-0.246	-0.239	-0.239	-0.24	-0.24	-0.239
kalman	-0.244	-0.238	-0.248	-0.248	-0.245	-0.32	-0.314	-0.395	-0.391
mat_mul	-0.29	-0.315	-0.305	-0.306	-0.296	-0.297	-0.292	-0.335	-0.338
pointer_chase	-0.074	-0.093	-0.086	-0.084	-0.074	-0.089	-0.087	-0.088	-0.076
recursion	-0.188	-0.21	-0.202	-0.2	-0.184	-0.18	-0.182	-0.178	-0.178
rsa_dec	-0.139	-0.145	-0.148	-0.147	-0.152	-0.151	-0.15	-0.151	-0.152
rsa_enc	-0.271	-0.288	-0.281	-0.279	-0.273	-0.275	-0.277	-0.276	-0.275
sine	-0.266	-0.288	-0.281	-0.278	-0.27	-0.262	-0.263	-0.257	-0.256
