unit	8_no_PLL	16	24	48	72
minI	3955.665387605366	7527.853313245271	11135.394756610576	19997.051783970423	27539.0625
maxI	4049.3513408460117	7936.9795949835525	11903.029221754809	23188.273111979168	34237.6708984375
avrgI	4001.1556592808333	7719.32239699782	11545.367852235453	21293.983459472656	30015.304565429688
minD	0.037	0.018	0.012	0.006	0.004
maxD	0.038	0.02	0.013	0.007	0.005
avrgD	0.03735999999999999	0.018989999999999993	0.012769999999999997	0.006770000000000002	0.0047599999999999995
minE	439.3873214721679	419.90661621093744	423.43139648437506	406.95190429687506	401.824951171875
maxE	461.6260528564453	457.68070220947266	464.21813964843756	485.8245849609375	513.5650634765625
avrgE	448.461856842041	439.7562789916992	442.1044063568115	431.33228302001953	425.9260940551758
