	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2612.765808676959	3887.2024443934692	3121.9767632885514	4670.357275865749	5292.720860675957	8997.11815086571	12934.996349976795	16628.868972198874	19985.39576454768	22314.729361698544	21540.036277165487	24101.503964128166
runtime	0.01068	0.00662	0.0107	0.00668	0.00578	0.00296	0.00202	0.00158	0.00126	0.00116	0.00126	0.00116
timestamp	(903.58, 914.26)	(1856.46, 1863.08)	(2802.88, 2813.58)	(3754.4, 3761.08)	(4687.0, 4692.78)	(5610.32, 5613.28)	(6521.1, 6523.12)	(7427.12, 7428.7)	(8330.78, 8332.04)	(9233.7, 9234.86)	(10134.7, 10135.96)	(11038.14, 11039.3)
energy	27.904338836669922	25.733280181884766	40.086181640625	37.43758392333985	36.71031188964844	31.957763671875	31.35443115234375	31.528335571289062	30.217918395996094	31.062103271484375	34.7397705078125	35.7859130859375
