U_gain	E_gain	16_RANGE2c	16_RANGE2f	26_RANGE2c	26_RANGE2f	16c	16f	26c	26f	30c	30f	60c	60f	90c	90f	120c	120f	150c	150f	170c	170f	150_BOOSTc	150_BOOSTf	170_BOOSTc	170_BOOSTf
0.0019364369243080378	0.47592897218628305	0	0	0.0625	0.4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
0.017145086571220897	0.19870529450206642	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.0625	0.4375	0.0625	0	0	0	0
0.011618461028440306	0.28269667505440604	0	0	0.0625	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.0625	0.375	0.125	0	0	0	0
0.007015813610142452	0.24409965313960272	0	0	0.1875	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.1875	0.0625	0	0	0	0
0.0014131634017081737	0.17375855280603184	0	0	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.125	0	0.4375	0.1875	0	0	0	0
0.0052365946376566495	0.4521883757863069	0	0	0.1875	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0.375	0	0	0	0	0
0.003957631574936307	0.24468813665023748	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.1875	0.0625	0.3125	0.125	0	0	0	0
0.00020601131490360184	0.3574293447432507	0	0	0.125	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	0.0625	0.25	0.0625	0	0	0	0
0.0007193932755482908	0.1699446782432385	0	0	0.0625	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.125	0	0	0	0
0.0058941130080362525	0.44995960585723876	0	0	0.0625	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	0.125	0.25	0	0	0	0	0
0.014269541697661392	0.38399006596712765	0	0	0.1875	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4375	0	0	0	0	0
0.0006674949489336932	0.26396198168766166	0	0	0.0625	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.3125	0	0.375	0	0	0	0	0
-0.00012683989807549725	0.2244566307684218	0	0	0.0625	0.25	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.3125	0.0625	0.1875	0.0625	0	0	0	0
0.002194845113143938	0.17086134528084784	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.125	0.1875	0.375	0	0	0	0	0
0.015134431722242119	0.23216867571828181	0	0	0.125	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0.5625	0.0625	0	0	0	0
0.0014125008588483014	0.13648133552886932	0	0	0.0625	0.125	0	0	0	0	0	0	0	0	0	0	0.0625	0	0.125	0	0.4375	0.1875	0	0	0	0
0.006996529519092064	0.19494649277918805	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.125	0.375	0.1875	0	0	0	0
0.002645035140908801	0.42739371299176904	0	0	0.0625	0.4375	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0.375	0	0	0	0	0
0.012718155479441785	0.15476596241859272	0	0	0.0625	0.3125	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.1875	0	0.375	0	0	0	0	0
0.0074613180133605355	0.3114493896980569	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.3125	0	0.3125	0.125	0	0	0	0
0.0033920699425652543	0.3646149787871364	0	0	0.25	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	0	0.25	0	0	0	0	0
0.016205701346291724	0.5450608651488338	0	0	0.125	0.4375	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.0625	0.25	0	0	0	0	0
