U_gain	E_gain	16_RANGE2c	16_RANGE2f	26_RANGE2c	26_RANGE2f	16c	16f	26c	26f	30c	30f	60c	60f	90c	90f	120c	120f	150c	150f	170c	170f	150_BOOSTc	150_BOOSTf	170_BOOSTc	170_BOOSTf
-0.0008762203476051936	0.2531566893065525	0	0	0	0.234375	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.171875	0.140625	0.421875	0	0	0	0
-0.0007281385765187663	0.2127649721325724	0	0	0	0.21875	0	0	0	0	0	0	0	0	0	0	0	0	0.078125	0.046875	0.125	0.515625	0	0.015625	0	0
-0.0010514019387734127	0.25318609875496095	0	0	0	0.265625	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.0625	0.140625	0.1875	0.3125	0	0	0	0
-0.0009910098075336274	0.23805537128012424	0	0	0	0.171875	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.140625	0.15625	0.46875	0	0	0	0
-0.0008819384837084607	0.20729889864901427	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.09375	0.1875	0.390625	0	0	0	0
-0.00020855750650540655	0.3816517452584277	0	0	0	0.296875	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0.171875	0.171875	0.265625	0	0	0	0
-0.0008825400628778498	0.2618170931341033	0	0	0	0.203125	0	0	0	0	0	0	0	0	0	0	0	0	0.078125	0.0625	0.1875	0.453125	0	0	0	0.015625
-0.0007327599220128189	0.33415558186353655	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0.078125	0.15625	0.171875	0.28125	0	0	0	0
-0.0007144110674806168	0.35895206518164735	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.109375	0.21875	0.328125	0	0	0	0
-0.0007927683445962839	0.3375090922522963	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.109375	0.125	0.4375	0	0	0	0
-0.0008377758675116721	0.31243254172542884	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.0625	0.21875	0.421875	0	0	0	0
-0.0006048693231641138	0.2673608295673497	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.109375	0.0625	0.125	0.453125	0	0	0	0
-0.0007968354080720205	0.28188468926638116	0	0	0	0.234375	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.046875	0.203125	0.171875	0.328125	0	0	0	0
-0.0005770990139173768	0.3783958347459264	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.109375	0.140625	0.171875	0.296875	0	0	0	0
-0.0011222915182607567	0.30652125095525296	0	0	0	0.265625	0	0	0	0	0	0	0	0.015625	0	0	0	0	0.0625	0.15625	0.109375	0.390625	0	0	0	0
-0.0008023813499577481	0.21528145966130488	0	0	0	0.203125	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.140625	0.1875	0.4375	0	0	0	0
-0.0007648097441932528	0.3414764636351521	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.015625	0.109375	0.21875	0.390625	0	0	0	0
-0.0003355949549619732	0.2366452889318647	0	0	0	0.15625	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.046875	0.125	0.203125	0.453125	0	0	0	0
-0.0006098288538933425	0.2844341265572151	0	0	0	0.203125	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.0625	0.171875	0.125	0.421875	0	0	0	0
-0.0002606343543089714	0.18985272888193916	0	0	0	0.171875	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.09375	0.0625	0.171875	0.484375	0	0	0	0
-0.0007089788845125321	0.2849573528129342	0	0	0	0.390625	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.046875	0.109375	0.1875	0.25	0	0	0	0
-0.0011869328672486096	0.4139123296180786	0	0	0	0.390625	0	0	0	0	0	0	0	0	0	0	0.015625	0	0.078125	0.0625	0.171875	0.28125	0	0	0	0
-0.0007982248426673656	0.1938515119421313	0	0	0	0.171875	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.15625	0.203125	0.40625	0	0	0	0
-0.0007324543827776213	0.2899761944171472	0	0	0	0.296875	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.15625	0.1875	0.3125	0	0	0	0
-0.0008587485530138658	0.20987939910054515	0	0	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0.125	0.140625	0.453125	0	0	0	0
-0.0009871767127350775	0.2658576820221009	0	0.015625	0	0.234375	0	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.15625	0.1875	0.390625	0	0	0	0
-0.0007934346381802834	0.2459893990894866	0	0	0	0.234375	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.0625	0.203125	0.15625	0.3125	0	0	0	0
-0.0007662136711342002	0.2162051934359102	0	0	0	0.203125	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.09375	0.171875	0.5	0	0	0	0
-0.0007955334775288568	0.2111412726906095	0	0.015625	0	0.171875	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.03125	0.109375	0.171875	0.484375	0	0	0	0
-0.0011283847868798847	0.2345600649053798	0	0	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.015625	0.125	0.171875	0.484375	0	0	0	0
-0.0007497667628401245	0.1463826109366271	0	0	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0.109375	0.140625	0.15625	0.40625	0	0	0	0
-0.0008148823339309642	0.5167341815052539	0	0	0	0.515625	0	0	0	0	0	0	0	0	0	0	0	0	0.078125	0.140625	0.140625	0.125	0	0	0	0
-0.0006454979506540969	0.2658700348551171	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.015625	0.109375	0.21875	0.390625	0	0	0	0
-0.0009109459653293305	0.28209022012752355	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.0625	0.234375	0.34375	0	0	0	0.015625
-0.00016263564587316713	0.2661603722630512	0	0	0	0.234375	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.09375	0.203125	0.390625	0	0.015625	0	0
-0.001053574256923332	0.24369874862727142	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.046875	0.046875	0.125	0.515625	0	0	0	0
-0.0007950489817392274	0.1816199477749974	0	0	0	0.21875	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.046875	0.171875	0.1875	0.34375	0	0	0	0
-6.753190395688793e-06	0.2608974675651818	0	0	0	0.296875	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.203125	0.1875	0.28125	0	0	0	0
-0.0006924727489292692	0.2622372130172069	0	0	0	0.390625	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.0625	0.171875	0.34375	0	0	0	0
-0.0006098867673757477	0.208335498290808	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.109375	0.1875	0.390625	0	0	0	0
-0.000831991994827419	0.23047356489229873	0	0	0	0.21875	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.09375	0.078125	0.15625	0.40625	0	0	0	0.015625
-2.5343764530058325e-05	0.26369733452005395	0	0	0	0.328125	0	0	0	0	0	0	0	0	0	0.015625	0	0	0.046875	0.140625	0.15625	0.3125	0	0	0	0
-0.0008619043976073013	0.17181616518039317	0	0	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.09375	0.203125	0.484375	0	0	0	0
-0.0008111536969446986	0.21054324433060445	0	0	0	0.328125	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.140625	0.203125	0.28125	0	0	0	0
-0.0008403787574907175	0.1943289159098537	0	0	0	0.171875	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.015625	0.078125	0.203125	0.515625	0	0	0	0
-0.0008128777891631192	0.2571641612643937	0	0	0	0.328125	0	0	0	0	0	0	0	0	0	0.015625	0	0	0.015625	0.125	0.1875	0.328125	0	0	0	0
-0.0005237918590638022	0.24108899187879634	0	0	0	0.328125	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.015625	0.109375	0.234375	0.296875	0	0	0	0
-0.0010243545487842775	0.2885734780858277	0	0	0	0.265625	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0.140625	0.25	0.25	0	0	0	0
-0.00010794636138161409	0.23763196439785733	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.15625	0.140625	0.359375	0	0	0	0
-0.0007641258376580156	0.2525443980490897	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.03125	0.140625	0.21875	0.328125	0	0	0	0
-0.0008630126756847242	0.28574248901890803	0	0	0	0.203125	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.015625	0.203125	0.203125	0.359375	0	0	0	0
-0.0008460249656611833	0.24386919013785582	0	0	0	0.265625	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0.09375	0.15625	0.390625	0	0	0	0
-0.0006236019948749889	0.3351893954369672	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.0625	0.125	0.140625	0.375	0	0	0	0
-0.0011498519149977363	0.3037910571084778	0	0	0	0.21875	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109375	0.234375	0.4375	0	0	0	0
-0.0011577731754683937	0.2866090081036268	0	0	0	0.328125	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.0625	0.140625	0.4375	0	0	0	0
-0.0007394701782787439	0.3244549745467321	0	0	0	0.203125	0	0	0	0	0	0	0	0	0	0.015625	0	0	0.046875	0.125	0.171875	0.4375	0	0	0	0
-0.0006047022911678321	0.33821372780397224	0	0	0	0.3125	0	0.015625	0	0	0	0	0	0	0	0	0	0	0.015625	0.078125	0.21875	0.359375	0	0	0	0
-0.0007996418036891642	0.3837099930934675	0	0	0	0.34375	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.109375	0.1875	0.3125	0	0	0	0
-0.0003660515636561132	0.2507133473041427	0	0	0	0.359375	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.109375	0.125	0.28125	0	0	0	0
-0.00045910119265440443	0.1697377117059264	0	0	0	0.21875	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.09375	0.234375	0.40625	0	0	0	0
-5.73205218195058e-05	0.1744681309528636	0	0	0	0.109375	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.0625	0.21875	0.140625	0.453125	0	0	0	0
-0.00034300179828708916	0.28767401489765543	0	0	0	0.328125	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.078125	0.109375	0.171875	0.296875	0	0	0	0
-0.0010148804098681257	0.3588133788217551	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.09375	0.1875	0.34375	0	0	0	0.015625
-0.000968627620483302	0.21052408225188224	0	0	0	0.296875	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078125	0.21875	0.40625	0	0	0	0
-0.00035670899274430187	0.27580479762413634	0	0	0	0.359375	0	0	0	0	0	0	0	0	0	0	0	0	0.171875	0.078125	0.09375	0.296875	0	0	0	0
-0.0006212541111617246	0.41314764894400896	0	0	0	0.40625	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.140625	0.171875	0.21875	0	0.015625	0	0
-0.0010126966062347954	0.26565167104688026	0	0	0	0.296875	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.140625	0.203125	0.296875	0	0	0	0
-0.0008062750719404539	0.2735174808248175	0	0.015625	0	0.296875	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.140625	0.15625	0.328125	0	0	0	0
-0.0005689334152870381	0.252875639965636	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.03125	0.109375	0.203125	0.34375	0	0	0	0
-0.0008553208088605536	0.1710169874594193	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.03125	0.15625	0.1875	0.46875	0	0	0	0
-0.0010047906607341729	0.36652776767143724	0	0	0	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.109375	0.171875	0.3125	0	0	0	0
-0.0009068275506675672	0.2645313835085947	0	0	0	0.265625	0	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.078125	0.1875	0.453125	0	0	0	0
-0.00109078149790495	0.18413826360633637	0	0	0	0.140625	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.078125	0.1875	0.53125	0	0	0	0
-0.001063591107106625	0.3257617838058956	0	0	0	0.296875	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.03125	0.078125	0.203125	0.359375	0	0.015625	0	0
-0.0008498564779948335	0.31519953450665944	0	0	0	0.328125	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.09375	0.1875	0.359375	0	0	0	0
-0.0006568769067240848	0.17413218962959	0	0	0	0.171875	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.171875	0.1875	0.421875	0	0	0	0
-0.0008700906517208569	0.29672928233882356	0	0	0	0.234375	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.03125	0.078125	0.265625	0.375	0	0	0	0
-0.000380085218855879	0.18651539996466515	0	0	0	0.203125	0	0	0	0	0	0	0	0	0	0	0	0	0.078125	0.203125	0.1875	0.328125	0	0	0	0
-0.0007518688565277497	0.18477451404463616	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.046875	0.109375	0.15625	0.421875	0	0	0	0
-0.001151337877021921	0.21773501126589487	0	0	0	0.265625	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.140625	0.125	0.40625	0	0	0	0
-0.0007400564668922448	0.16293017235017146	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.203125	0.140625	0.46875	0	0	0	0
-0.0009565653844103388	0.20016165076368223	0	0	0	0.265625	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.046875	0.125	0.171875	0.375	0	0	0	0
-0.001162293949396241	0.3555757326406012	0	0	0	0.265625	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.15625	0.203125	0.3125	0	0	0	0
-0.0005410037639500647	0.25635328344816044	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0.015625	0	0.015625	0.015625	0.140625	0.125	0.4375	0	0	0	0
-0.0009395401746672067	0.2651394598485803	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0	0.078125	0.140625	0.203125	0.296875	0	0	0	0
-0.0008798425952103188	0.289612349353413	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.140625	0.21875	0.296875	0	0	0	0
-0.0008059833419780506	0.1824272219799603	0	0	0	0.15625	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.140625	0.1875	0.484375	0	0	0	0
-0.0006948038459078898	0.24581644437293482	0	0	0	0.234375	0	0	0	0	0	0	0	0	0	0	0	0	0.078125	0.09375	0.203125	0.390625	0	0	0	0
-0.0009008207301194911	0.31559751163142613	0	0	0	0.359375	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.140625	0.203125	0.234375	0	0	0	0
-0.0013014481645981664	0.2434580303469064	0	0	0	0.265625	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.046875	0.125	0.171875	0.34375	0	0.015625	0	0
-0.0009117558866669232	0.21053120967926722	0	0	0	0.171875	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.125	0.21875	0.421875	0	0	0	0
-0.0009114656516233637	0.23226289914319606	0	0	0	0.21875	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.03125	0.140625	0.15625	0.421875	0	0	0	0
-0.0009222477278868861	0.44024606803930755	0	0	0	0.375	0	0	0	0	0	0	0	0.015625	0	0	0	0.03125	0.015625	0.046875	0.21875	0.296875	0	0	0	0
-0.0009659626863341835	0.32907214172390375	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.046875	0.171875	0.40625	0	0	0	0
-0.0007200622978992202	0.31142840375921566	0	0	0	0.171875	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.078125	0.109375	0.140625	0.484375	0	0	0	0
-0.0007736465791791898	0.2398796429308922	0	0	0	0.21875	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.234375	0.09375	0.328125	0	0	0	0
-0.0011181055833487815	0.2478964197491198	0	0	0	0.296875	0	0	0	0	0	0.015625	0	0	0	0	0	0	0.046875	0.0625	0.234375	0.34375	0	0	0	0
-0.0008941825569877196	0.25196690675816874	0	0	0	0.265625	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.1875	0.203125	0.28125	0	0	0	0
-0.0006369330833655248	0.30526906038978135	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.140625	0.15625	0.359375	0	0	0	0
-0.0003130718914268301	0.2875166451079825	0	0	0	0.328125	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.125	0.21875	0.296875	0	0	0	0
-0.0012197790706392013	0.4000165699865159	0	0	0	0.328125	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.125	0.140625	0.359375	0	0	0	0
-8.103118378040657e-06	0.3890721094825801	0	0	0.015625	0.390625	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.140625	0.15625	0.234375	0	0	0	0
-0.0007510234964257272	0.18952189378140652	0	0	0	0.171875	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.15625	0.1875	0.4375	0	0	0	0
-0.0005497167979337708	0.2732662649107484	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.078125	0.140625	0.15625	0.296875	0	0	0	0
-0.0011131647867706818	0.3268326392387439	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.15625	0.234375	0.328125	0	0	0	0
-0.0008371391733945996	0.21829031131313206	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.140625	0.171875	0.375	0	0.015625	0	0
-0.0009187450689998974	0.2339311014156982	0	0	0	0.234375	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.03125	0.140625	0.546875	0	0	0	0
