U_gain	E_gain	16_RANGE2c	16_RANGE2f	26_RANGE2c	26_RANGE2f	16c	16f	26c	26f	30c	30f	60c	60f	90c	90f	120c	120f	150c	150f	170c	170f	150_BOOSTc	150_BOOSTf	170_BOOSTc	170_BOOSTf
0.0006683511301557373	0.4475537835940645	0	0	0.03125	0.34375	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.0625	0.3125	0.1875	0	0	0	0
-0.00023763594395710943	0.15800356679441854	0	0	0	0.21875	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.09375	0.25	0.3125	0	0	0	0
-0.00019565923165573834	0.30248212716248235	0	0	0	0.3125	0	0	0	0.03125	0	0	0	0	0	0	0	0	0	0.09375	0.28125	0.28125	0	0	0	0
-0.00035946878660319967	0.21577360980011895	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.09375	0.28125	0.28125	0	0	0	0
-0.0005192115005960084	0.35926229968688905	0	0	0	0.34375	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0.125	0.15625	0.28125	0	0	0	0
7.542407384021803e-05	0.16132484475222172	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.125	0.15625	0.25	0.1875	0	0	0	0
0.00018924729202093616	0.4597935678961579	0	0	0	0.34375	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.15625	0.28125	0.09375	0	0	0	0
-0.00026115270349442803	0.4370226635980954	0	0	0.0625	0.375	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.125	0.0625	0.28125	0.0625	0	0	0	0
-0.00037396271214096705	0.4496640826690793	0	0	0	0.40625	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0.0625	0.25	0.1875	0	0	0	0
0.0006107157510002498	0.19775274017263728	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0.03125	0.21875	0.375	0	0	0	0
0.0006955644020486311	0.227738220596692	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.40625	0.25	0	0	0	0
0.00012802328435387256	0.5673225528336096	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.15625	0.0625	0.21875	0.0625	0	0	0	0
-8.29801811962106e-05	0.17643499368103224	0	0	0	0.21875	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.09375	0.28125	0.34375	0	0	0	0
-8.605392540654486e-05	0.33329218387595	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0.03125	0	0.09375	0.34375	0.21875	0	0	0	0
0.0016123463200159607	0.14949862632018604	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0.0625	0.3125	0.28125	0	0	0	0
-0.0003339256907736585	0.46827414494629127	0	0	0	0.4375	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.03125	0.34375	0.125	0	0	0	0
0.0010351016700657452	0.3612067649444561	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.03125	0.03125	0.3125	0.3125	0	0	0	0
