	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2440.7374996033464	3634.4439766490877	2884.907749227646	4301.417240209757	4875.156661302788	8385.120999496596	12212.650031800482	16045.975617578955	19886.871951207675	22446.25425338745	21384.9983467961	24122.166264610652
runtime	0.42408	0.26098	0.42418	0.26102	0.22648	0.113	0.07536	0.05648	0.04528	0.04	0.0453	0.04006
timestamp	(1752.62, 2176.7)	(4648.54, 4909.52)	(7413.84, 7838.02)	(10308.58, 10569.6)	(12557.2, 12783.68)	(14469.54, 14582.54)	(15907.76, 15983.12)	(17219.92, 17276.4)	(18433.1, 18478.38)	(19603.3, 19643.3)	(20759.04, 20804.34)	(21927.36, 21967.42)
energy	1035.067958831787	948.5171890258789	1468.4642028808596	1347.307113647461	1324.9505767822263	1137.0224075317383	1104.4143676757812	1087.5320434570312	1080.5730743408203	1077.4202041625977	1239.987744140625	1236.9074951171874
