	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2642.9485620138134	3955.4703103980924	3119.2601808799595	4685.744083041333	5317.48897188197	9259.670980184512	13511.636875293872	17777.11531252169	22035.469562549308	24882.958805486196	23707.670635647242	26764.692044725605
runtime	0.30304	0.18654	0.30306	0.18674	0.16168	0.08098	0.054	0.04052	0.03248	0.02866	0.0324	0.02856
timestamp	(2430.12, 2733.16)	(4912.02, 5098.56)	(7308.9, 7611.96)	(9789.32, 9976.06)	(11753.64, 11915.32)	(13456.44, 13537.42)	(14782.7, 14836.7)	(16017.3, 16057.82)	(17170.78, 17203.26)	(18298.56, 18327.22)	(19412.1, 19444.5)	(20537.76, 20566.32)
energy	800.919132232666	737.8534317016602	1134.3875885009766	1050.0190200805662	1031.6779403686523	899.8177871704102	875.5540695190429	864.3944549560547	858.8544616699219	855.7747192382812	983.2045166015624	978.431494140625
