	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2855.355838587919	4301.229302164245	3687.6323938876358	5657.914477481832	6431.275046832188	11486.3744340208	16380.231220067024	22082.830977964873	26962.376317233902	31111.377468037386	29393.668879162182	33347.49186007011
runtime	0.39546	0.24316	0.39532	0.24316	0.211	0.10542	0.07016	0.05268	0.0423	0.03722	0.04224	0.0373
timestamp	(2096.84, 2492.3)	(5819.78, 6062.94)	(8488.48, 8883.8)	(12362.56, 12605.72)	(15319.34, 15530.34)	(18080.08, 18185.5)	(20205.56, 20275.72)	(22163.62, 22216.3)	(24006.06, 24048.36)	(25802.46, 25839.68)	(27562.12, 27604.36)	(29355.58, 29392.88)
energy	1129.1790199279785	1045.8869171142578	1749.3538055419922	1650.934181213379	1628.39884185791	1453.0723114013672	1379.084426879883	1395.9882431030273	1368.6102218627927	1389.5585632324219	1589.2333740234376	1592.1426513671875
