	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	3671.7813852984054	4852.575643095426	4423.6481897979365	6765.830740553398	7676.403059402257	13770.433774503954	16412.723201896253	21501.367861520725	23792.096798598228	26824.97344704589	25672.593572137124	28910.808948855007
runtime	0.39524	0.29916	0.39554	0.24296	0.21088	0.10538	0.09712	0.07276	0.07302	0.06422	0.07288	0.0643
timestamp	(3885.84, 4281.08)	(7246.14, 7545.3)	(10276.92, 10672.46)	(13692.42, 13935.38)	(16550.72, 16761.6)	(18993.9, 19099.28)	(21014.22, 21111.34)	(22919.28, 22992.04)	(24730.42, 24803.44)	(26512.2, 26576.42)	(28286.1, 28358.98)	(30065.14, 30129.44)
energy	1451.2348747253418	1451.6965293884275	2099.675765991211	1972.591484069824	1942.5598526000977	1741.3539733886719	1912.8044128417969	1877.3274307250974	2084.758689880371	2067.239753723144	2394.903833007813	2379.4752197265625
