	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2856.8354967368614	4300.982730242031	3426.9773087644544	5185.6732113790395	5890.393250356937	10399.681922605569	15250.06567544668	20086.52732313471	24911.132017018106	28132.304397082855	26799.71759908021	30244.191317361627
runtime	0.39528	0.24328	0.39542	0.2434	0.21086	0.10536	0.07014	0.0527	0.0422	0.03722	0.04228	0.03734
timestamp	(2693.54, 3088.82)	(6264.0, 6507.28)	(9084.08, 9479.5)	(12805.72, 13049.12)	(15729.74, 15940.6)	(18384.68, 18490.04)	(20475.12, 20545.26)	(22415.26, 22467.96)	(24247.32, 24289.52)	(26038.7, 26075.92)	(27803.72, 27846.0)	(29591.96, 29629.3)
energy	1129.2499351501467	1046.3430786132812	1626.1144409179685	1514.6314315795898	1490.4579849243164	1314.8525848388672	1283.567527770996	1270.2719879150388	1261.4997253417969	1256.5012435913086	1450.3578369140623	1445.5271728515622
