	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	4678.209282849964	3638.0214075888357	3728.5218436165787	5691.895714937803	6465.696829014735	11550.528442637802	16798.552520734553	22234.75870533004	27630.420788012245	31237.554601388638	29192.127432368296	33425.46055756925
runtime	0.2432	0.00186	0.39532	0.24338	0.21066	0.10532	0.07016	0.05276	0.04214	0.03724	0.04214	0.03728
timestamp	(5376.06, 5619.26)	(8387.4, 8389.26)	(11469.62, 11864.94)	(14578.28, 14821.66)	(17372.08, 17582.74)	(19603.02, 19708.34)	(21595.72, 21665.88)	(23455.92, 23508.68)	(25262.34, 25304.48)	(27028.46, 27065.7)	(28817.12, 28859.26)	(30581.1, 30618.38)
energy	1137.7404975891113	6.766719818115234	1768.751106262207	1662.3522949218748	1634.4764328002927	1459.801986694336	1414.3037338256836	1407.7270431518555	1397.2151184082031	1395.9438400268555	1574.6	1595.0094970703124
